ID,Geburtsjahr,Bildungsniveau,Familienstand,Einkommen,Kinder_zu_Hause,Teenager_zu_Hause,Datum_Kunde,Letzter_Kauf_Tage,Ausgaben_Wein,Ausgaben_Obst,Ausgaben_Fleisch,Ausgaben_Fisch,Ausgaben_Süßigkeiten,Ausgaben_Gold,Anzahl_Rabattkäufe,Anzahl_Webkäufe,Anzahl_Katalogkäufe,Anzahl_Ladeneinkäufe,Anzahl_WebBesuche_Monat,Kampagne_3_Akzeptiert,Kampagne_4_Akzeptiert,Kampagne_5_Akzeptiert,Kampagne_1_Akzeptiert,Kampagne_2_Akzeptiert,Beschwerde,Z_Kontaktkostenfaktor,Z_Umsatzfaktor,Antwort_Letzte_Kampagne,Alter,Gesamtausgaben
697,1979, Hochschulabschluss   , Zusammenlebend     ,74918.0,0,0,2023-12-03,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,46,2047
3439,1982, Hochschulabschluss   , Verheiratet        ,56721.0,1,1,,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,43,296
1506,1985, Hochschulabschluss   , Ledig              ,42160.0,1,1,,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,40,140
232,1975, Hochschulabschluss   , Ledig              ,61559.0,0,1,,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,50,530
8876,1973, Doktor               , Zusammenlebend     ,33629.0,1,1,2022-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,52,152
4500,2001, Doktor               , Zusammenlebend     ,68682.0,0,0,2023-06-10,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,24,1598
9739,1973, Hochschulabschluss   , Ledig              ,34377.0,0,1,,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,52,114
10395,1996, Grundbildung         , Ledig              ,8940.0,1,0,,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,29,101
1176,1983, Hochschulabschluss   , Verheiratet        ,26228.0,1,0,,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,42,25
1627,1967, Zweiter Studienzyklus, Geschieden         ,77297.0,0,0,,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,58,789
938,1991, Hochschulabschluss   , Verheiratet        ,40211.0,1,1,,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,34,87
2740,1968, Doktor               , Verwitwet          ,33438.0,1,1,,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,57,90
257,1969, Doktor               , Verheiratet        ,75032.0,0,1,,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,56,1215
4058,1965, Doktor               , Ledig              ,61284.0,0,0,2023-12-10,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,60,811
7736,1996, Hochschulabschluss   , Verheiratet        ,22518.0,1,0,,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,29,61
8210,1985, Master               , Verheiratet        ,54730.0,0,1,,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,40,405
833,1965, Master               , Verheiratet        ,38452.0,1,1,,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,60,72
6230,1981, Hochschulabschluss   , Geschieden         ,44421.0,1,1,,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,44,189
7325,1996, Doktor               , Zusammenlebend     ,38197.0,1,0,,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,29,40
1307,1988, Hochschulabschluss   , Geschieden         ,41986.0,0,1,2024-09-02,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,37,63
1502,1993, Hochschulabschluss   , Zusammenlebend     ,28427.0,1,0,,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,32,52
6211,1986, Doktor               , Zusammenlebend     ,37395.0,1,0,2024-02-05,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,39,39
843,1981, Hochschulabschluss   , Verheiratet        ,64722.0,1,0,,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,44,805
4174,1966, Master               , Zusammenlebend     ,55249.0,0,1,,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,59,130
9757,1982, Hochschulabschluss   , Zusammenlebend     ,84906.0,0,0,2023-04-10,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,43,1631
6918,1999, Hochschulabschluss   , Verheiratet        ,28691.0,1,0,2023-04-07,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,26,34
286,1962, Hochschulabschluss   , Ledig              ,44213.0,1,1,,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,63,152
11086,1994, Grundbildung         , Ledig              ,25707.0,1,0,,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,31,21
1921,1977, Doktor               , Verheiratet        ,59062.0,2,1,2023-03-10,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,48,71
4138,1972, Hochschulabschluss   , Ledig              ,76624.0,0,1,,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,53,899
7718,1957, Master               , Zusammenlebend     ,66000.0,0,0,,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,68,711
1291,1988, Doktor               , Zusammenlebend     ,27683.0,1,0,2022-04-08,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,37,351
6862,1981, Hochschulabschluss   , Geschieden         ,1730.0,0,0,,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,44,8
4136,2002, Grundbildung         , Ledig              ,7500.0,1,0,2022-03-12,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,23,119
803,1978, Hochschulabschluss   , Zusammenlebend     ,40521.0,1,1,2023-05-04,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,47,21
4298,1983, Doktor               , Zusammenlebend     ,20427.0,1,0,,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,42,10
10833,1985, Hochschulabschluss   , Verheiratet        ,65106.0,0,1,,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,40,973
9606,1975, Doktor               , Verheiratet        ,69969.0,0,0,,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,50,1536
8534,1962, Hochschulabschluss   , Verheiratet        ,67433.0,0,2,,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,63,992
5153,1977, Doktor               , Verheiratet        ,77766.0,0,1,,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,48,1529
961,1982, Hochschulabschluss   , Verheiratet        ,74716.0,0,1,2023-12-09,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,43,860
5011,1973, Hochschulabschluss   , Geschieden         ,68118.0,0,1,,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,52,928
6653,1980, Doktor               , Verheiratet        ,55158.0,1,1,,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,45,418
9094,1965, Zweiter Studienzyklus, Verheiratet        ,62972.0,0,1,2022-03-08,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,60,587
810,1985, Hochschulabschluss   , Verheiratet        ,74190.0,0,1,2024-12-05,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,40,641
5493,1986, Hochschulabschluss   , Verheiratet        ,39356.0,1,1,,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,39,23
2147,1979, Hochschulabschluss   , Zusammenlebend     ,76653.0,0,0,,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,46,2279
5107,1983, Doktor               , Geschieden         ,35860.0,1,1,,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,42,49
3979,1993, Doktor               , Geschieden         ,90687.0,0,0,,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,32,1779
6049,1992, Master               , Zusammenlebend     ,73450.0,0,0,2023-05-12,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,33,1804
8147,1970, Hochschulabschluss   , Verheiratet        ,31454.0,1,1,2023-06-07,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,55,48
1857,1962, Hochschulabschluss   , Ledig              ,47139.0,1,1,2024-06-03,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,63,83
3910,1985, Hochschulabschluss   , Geschieden         ,83829.0,0,0,2023-08-10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,40,1862
5207,1973, Doktor               , Verheiratet        ,53378.0,1,1,,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,52,793
11114,1980, Hochschulabschluss   , Zusammenlebend     ,19656.0,1,0,2023-08-02,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,45,84
5429,1958, Doktor               , Verheiratet        ,45579.0,0,1,,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,67,183
9400,1968, Zweiter Studienzyklus, Ledig              ,85485.0,0,0,,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,57,1383
1740,1954, Hochschulabschluss   , Verheiratet        ,55956.0,0,0,2024-07-04,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,71,999
7488,1973, Master               , Ledig              ,64191.0,0,1,,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,52,825
195,1982, Hochschulabschluss   , Ledig              ,38808.0,1,0,,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,43,246
635,1976, Master               , Verheiratet        ,57183.0,1,1,,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,49,610
7527,1978, Master               , Geschieden         ,23748.0,1,0,,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,47,76
10319,1981, Hochschulabschluss   , Verheiratet        ,66303.0,0,1,,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,44,1286
2296,1985, Master               , Verheiratet        ,37368.0,1,0,,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,40,30
10637,1974, Hochschulabschluss   , Verheiratet        ,40800.0,1,2,2023-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,51,99
2931,1988, Hochschulabschluss   , Geschieden         ,71847.0,0,0,,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,37,1192
907,1985, Hochschulabschluss   , Verheiratet        ,46149.0,0,1,,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,40,362
3698,1993, Hochschulabschluss   , Zusammenlebend     ,78687.0,0,0,2022-09-08,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,32,2130
9516,1981, Zweiter Studienzyklus, Geschieden         ,49118.0,0,0,,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,44,1229
679,1967, Doktor               , Verheiratet        ,37633.0,1,1,,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,58,38
7384,1961, Master               , Zusammenlebend     ,39767.0,0,0,,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,64,485
5043,1961, Grundbildung         , Verheiratet        ,26997.0,0,0,2022-05-11,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,64,434
5267,1980, Hochschulabschluss   , Geschieden         ,33986.0,1,0,,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,45,44
339,1982, Doktor               , Verheiratet        ,57091.0,0,1,,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,43,496
2516,1979, Zweiter Studienzyklus, Verheiratet        ,46831.0,1,1,2023-08-06,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,46,78
9010,1982, Master               , Verheiratet        ,83151.0,0,0,2023-10-02,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,43,2346
378,1981, Hochschulabschluss   , Verheiratet        ,52531.0,0,0,,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,44,794
4808,1966, Hochschulabschluss   , Verheiratet        ,15759.0,0,0,2023-05-09,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,59,17
5068,1981, Hochschulabschluss   , Ledig              ,22804.0,1,0,,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,44,26
7628,1983, Zweiter Studienzyklus, Verheiratet        ,43050.0,1,0,,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,42,76
7128,1987, Doktor               , Ledig              ,42997.0,1,1,2023-07-12,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,38,15
2811,1973, Doktor               , Ledig              ,48918.0,1,1,2024-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,52,62
3551,1964, Master               , Zusammenlebend     ,60033.0,0,1,,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,61,198
1663,1988, Doktor               , Zusammenlebend     ,34043.0,1,0,,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,37,49
5543,1976, Hochschulabschluss   , Zusammenlebend     ,57811.0,0,1,,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,49,802
1577,1956, Hochschulabschluss   , Verheiratet        ,78569.0,0,0,,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,69,1736
10641,1988, Hochschulabschluss   , Ledig              ,7500.0,1,1,,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,37,57
5336,1981, Master               , Zusammenlebend     ,157733.0,1,0,2023-04-06,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,44,59
6024,1963, Hochschulabschluss   , Zusammenlebend     ,94384.0,0,0,2023-04-03,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,62,2302
1878,1995, Zweiter Studienzyklus, Verheiratet        ,23148.0,0,0,,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,30,37
3099,1980, Hochschulabschluss   , Geschieden         ,44267.0,1,1,,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,45,310
6055,1989, Hochschulabschluss   , Verheiratet        ,71626.0,0,0,2022-01-11,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,36,1305
5841,1976, Hochschulabschluss   , Zusammenlebend     ,60894.0,0,1,,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,49,832
3972,1986, Hochschulabschluss   , Zusammenlebend     ,50200.0,1,1,2023-03-04,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,39,401
4394,1975, Doktor               , Verheiratet        ,81051.0,0,0,,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,50,1501
5758,1992, Hochschulabschluss   , Verheiratet        ,65169.0,0,0,,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,33,1189
6658,1982, Hochschulabschluss   , Zusammenlebend     ,59868.0,0,1,,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,43,1194
4603,1970, Doktor               , Verheiratet        ,65695.0,0,1,,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,55,656
8427,1966, Master               , Ledig              ,64857.0,0,0,,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,59,1540
10260,1975, Master               , Zusammenlebend     ,45143.0,0,1,,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,50,311
7143,1965, Zweiter Studienzyklus, Zusammenlebend     ,74805.0,0,1,2023-06-11,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,60,820
8789,1999, Zweiter Studienzyklus, Verheiratet        ,59060.0,1,0,2024-11-01,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,26,274
6197,1972, Doktor               , Ledig              ,27238.0,1,1,,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,53,57
4554,1975, Hochschulabschluss   , Zusammenlebend     ,47009.0,0,1,2023-01-10,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,50,448
4937,1983, Zweiter Studienzyklus, Verheiratet        ,46094.0,1,1,2024-10-06,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,44
1920,1982, Hochschulabschluss   , Verheiratet        ,40321.0,1,1,,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,43,102
8749,1994, Hochschulabschluss   , Zusammenlebend     ,37235.0,1,0,2024-01-02,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,31,61
1650,1970, Master               , Verheiratet        ,81843.0,0,0,,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,55,1643
10377,1968, Master               , Zusammenlebend     ,46692.0,0,1,2023-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,57,397
9206,1978, Hochschulabschluss   , Zusammenlebend     ,77382.0,0,1,2024-07-01,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,47,1121
10971,1987, Hochschulabschluss   , Ledig              ,37774.0,2,0,2022-03-09,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,38,473
6398,1984, Grundbildung         , Verheiratet        ,18393.0,1,0,,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,41,50
9212,1972, Master               , Verheiratet        ,72828.0,0,1,,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,53,1678
7937,1992, Hochschulabschluss   , Verheiratet        ,24711.0,0,0,,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,33,58
839,1985, Doktor               , Verheiratet        ,45503.0,1,0,,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,40,170
4246,1992, Master               , Ledig              ,6560.0,0,0,2023-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,33,373
158,1955, Doktor               , Zusammenlebend     ,71604.0,0,0,,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,70,1196
4832,1989, Hochschulabschluss   , Verheiratet        ,27244.0,1,0,2024-07-03,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,36,101
5621,1979, Hochschulabschluss   , Verheiratet        ,48752.0,1,1,2022-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,46,316
1945,1972, Hochschulabschluss   , Verheiratet        ,71434.0,0,1,,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,53,1400
5147,1958, Hochschulabschluss   , Ledig              ,90842.0,0,0,,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,67,1424
2535,1988, Master               , Verheiratet        ,88097.0,1,0,,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,37,844
11039,1985, Hochschulabschluss   , Verheiratet        ,51948.0,0,1,,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,40,311
9495,1992, Hochschulabschluss   , Zusammenlebend     ,71853.0,0,0,2023-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,33,1149
9635,1993, Master               , Verheiratet        ,35876.0,0,0,,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,32,129
2173,1962, Hochschulabschluss   , Verwitwet          ,40049.0,0,1,,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,63,32
942,1992, Hochschulabschluss   , Ledig              ,39660.0,1,0,2022-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,33,299
9386,1972, Hochschulabschluss   , Zusammenlebend     ,50127.0,0,1,,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,53,320
5510,1987, Master               , Verheiratet        ,43263.0,0,1,,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,38,441
873,1959, Master               , Verheiratet        ,62845.0,1,1,2022-01-10,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,66,1178
2253,2000, Hochschulabschluss   , Verheiratet        ,18929.0,0,0,,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,25,85
5181,1992, Grundbildung         , Ledig              ,24367.0,1,0,,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,33,24
979,1985, Hochschulabschluss   , Ledig              ,33249.0,1,0,,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,40,112
10390,1969, Zweiter Studienzyklus, Verheiratet        ,26887.0,0,1,2023-10-02,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,56,30
4698,1993, Doktor               , Verheiratet        ,50150.0,0,0,,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,32,410
7793,1986, Hochschulabschluss   , Zusammenlebend     ,62061.0,0,1,,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,39,800
1745,1972, Doktor               , Geschieden         ,85696.0,0,0,2023-03-05,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,53,1313
10590,1966, Doktor               , Zusammenlebend     ,76542.0,0,0,,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,59,1483
5080,2003, Hochschulabschluss   , Ledig              ,70515.0,0,0,,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,22,1258
8369,1997, Hochschulabschluss   , Zusammenlebend     ,18227.0,1,0,2022-08-11,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,28,28
5232,1975, Hochschulabschluss   , Verheiratet        ,69139.0,0,1,,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,50,227
2407,1992, Hochschulabschluss   , Verheiratet        ,69109.0,0,0,2022-09-11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,33,1555
3834,1972, Hochschulabschluss   , Ledig              ,69627.0,0,1,,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,53,861
7912,1988, Hochschulabschluss   , Verheiratet        ,38136.0,1,0,,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,37,103
7712,1956, Doktor               , Ledig              ,62159.0,0,0,,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,69,634
1065,1973, Hochschulabschluss   , Ledig              ,80695.0,0,0,,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,52,1918
7275,1981, Master               , Ledig              ,33316.0,1,1,2023-04-10,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,44,131
1343,1978, Hochschulabschluss   , Zusammenlebend     ,58554.0,1,1,,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,47,586
1384,2002, Grundbildung         , Verheiratet        ,17256.0,1,0,,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,23,62
9967,1984, Hochschulabschluss   , Geschieden         ,53034.0,1,1,,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,41,447
6181,1960, Zweiter Studienzyklus, Zusammenlebend     ,52203.0,0,0,,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,65,939
10507,1987, Zweiter Studienzyklus, Geschieden         ,59601.0,0,1,,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,38,797
2674,1968, Master               , Ledig              ,75154.0,0,1,2022-04-09,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,57,1143
2698,1986, Hochschulabschluss   , Ledig              ,47025.0,0,1,2023-07-11,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,39,415
3231,1983, Hochschulabschluss   , Verheiratet        ,37971.0,1,0,,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,42,30
4096,1978, Master               , Geschieden         ,41335.0,1,0,,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,47,187
10476,1968, Hochschulabschluss   , Verheiratet        ,67267.0,0,1,,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0,57,251
5948,1985, Hochschulabschluss   , Ledig              ,57338.0,0,1,,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,0,40,237
9140,1970, Zweiter Studienzyklus, Zusammenlebend     ,50523.0,1,1,,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,55,91
10258,1975, Master               , Ledig              ,35791.0,2,1,2023-06-05,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,50,35
5675,1970, Doktor               , Geschieden         ,50611.0,0,1,2022-04-10,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,55,493
4743,1979, Doktor               , Verheiratet        ,56242.0,0,1,2023-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,3,11,0,46,971
8805,1970, Hochschulabschluss   , Ledig              ,48904.0,0,1,2022-02-12,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,55,371
1542,1985, Hochschulabschluss   , Ledig              ,56243.0,1,2,,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,3,11,0,40,396
6770,1995, Hochschulabschluss   , Verheiratet        ,21355.0,1,0,,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,30,68
8773,1981, Master               , Zusammenlebend     ,57420.0,0,1,,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,3,11,0,44,322
